"SUBSCRIPTION_PLAN_ID#","SUBSCRIPTION_PLAN_FAMILY_ID#","SUBSCRIPTION_PLAN_DESC","SUBSCRIPTION_PLAN_FAMILY_DESC","QUOTA","SPEED","PRICE_PLAN_PRICE","SUBSCRIPTION_PLAN_START_TIME","SUBSCRIPTION_PLAN_END_TIME","SUBSCRIPTION_PLAN_FAMILY_START_TIME","SUBSCRIPTION_PLAN_FAMILY_END_TIME"
460465745,709010,Sub-Plan_460466645,Plan_Family709910,"200",30.0,290.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460472627,460472619,Sub-Plan_460473527,Plan_Family460473519,"250",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475589,709009,Sub-Plan_460476489,Plan_Family709909,"140",30.0,1360.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460005078,460005066,Sub-Plan_460005978,Plan_Family460005966,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879037,709016,Sub-Plan_879937,Plan_Family709916,"250",70.0,530.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460473793,460473791,Sub-Plan_460474693,Plan_Family460474691,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460467828,709008,Sub-Plan_460468728,Plan_Family709908,"400",30.0,570.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460469440,709016,Sub-Plan_460470340,Plan_Family709916,"400",30.0,570.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
819004,709011,Sub-Plan_819904,Plan_Family709911,"250",30.0,360.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460477655,709008,Sub-Plan_460478555,Plan_Family709908,"7200",30.0,8925.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460465744,709009,Sub-Plan_460466644,Plan_Family709909,"200",30.0,290.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819050,709008,Sub-Plan_819950,Plan_Family709908,"100",30.0,195.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475569,709008,Sub-Plan_460476469,Plan_Family709908,"140",30.0,1360.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819066,709009,Sub-Plan_819966,Plan_Family709909,"250",100.0,700.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475818,460475817,Sub-Plan_460476718,Plan_Family460476717,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460465743,709008,Sub-Plan_460466643,Plan_Family709908,"200",30.0,290.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460477658,709009,Sub-Plan_460478558,Plan_Family709909,"140",30.0,6270.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879027,709015,Sub-Plan_879927,Plan_Family709915,"600",30.0,850.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
879006,709016,Sub-Plan_879906,Plan_Family709916,"140",30.0,210.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460473797,460473795,Sub-Plan_460474697,Plan_Family460474695,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460477653,709008,Sub-Plan_460478553,Plan_Family709908,"3000",30.0,3960.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475597,709010,Sub-Plan_460476497,Plan_Family709910,"140",70.0,1560.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460484395,709016,Sub-Plan_460485295,Plan_Family709916,"200",30.0,290.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460475914,460475913,Sub-Plan_460476814,Plan_Family460476813,"250",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819052,709008,Sub-Plan_819952,Plan_Family709908,"600",30.0,850.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460466951,709010,Sub-Plan_460467851,Plan_Family709910,"1TB",200.0,1760.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460477670,709010,Sub-Plan_460478570,Plan_Family709910,"3000",70.0,5830.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460485934,460485933,Sub-Plan_460486834,Plan_Family460486833,"1TB",50.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
759070,709002,Sub-Plan_759970,Plan_Family709902,"200",15.0,250.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
929017,919017,Sub-Plan_929917,Plan_Family919917,"100",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819055,709009,Sub-Plan_819955,Plan_Family709909,"250",30.0,360.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460484393,709015,Sub-Plan_460485293,Plan_Family709915,"200",30.0,290.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
879034,709017,Sub-Plan_879934,Plan_Family709917,"250",30.0,360.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475800,460475799,Sub-Plan_460476700,Plan_Family460476699,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460477666,709010,Sub-Plan_460478566,Plan_Family709910,"3000",30.0,3960.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879004,709015,Sub-Plan_879904,Plan_Family709915,"250",30.0,360.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
819064,709010,Sub-Plan_819964,Plan_Family709910,"250",70.0,530.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879002,709015,Sub-Plan_879902,Plan_Family709915,"140",30.0,210.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460467831,709010,Sub-Plan_460468731,Plan_Family709910,"400",30.0,570.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879030,709016,Sub-Plan_879930,Plan_Family709916,"250",30.0,360.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460484391,709017,Sub-Plan_460485291,Plan_Family709917,"200",30.0,290.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460469439,709015,Sub-Plan_460470339,Plan_Family709915,"400",30.0,570.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460473731,460473729,Sub-Plan_460474631,Plan_Family460474629,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475840,460475839,Sub-Plan_460476740,Plan_Family460476739,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460477661,709009,Sub-Plan_460478561,Plan_Family709909,"3000",70.0,5830.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460484442,460484439,Sub-Plan_460485342,Plan_Family460485339,"570",70.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475697,460475696,Sub-Plan_460476597,Plan_Family460476596,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460471231,460471251,Sub-Plan_460472131,Plan_Family460472151,"150",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460005077,460005064,Sub-Plan_460005977,Plan_Family460005964,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475890,460475889,Sub-Plan_460476790,Plan_Family460476789,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475767,460475766,Sub-Plan_460476667,Plan_Family460476666,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819093,460005144,Sub-Plan_819993,Plan_Family460006044,"140",30.0,134.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
819062,709009,Sub-Plan_819962,Plan_Family709909,"250",70.0,530.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
929010,919010,Sub-Plan_929910,Plan_Family919910,"100",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475701,460475700,Sub-Plan_460476601,Plan_Family460476600,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460005034,460005033,Sub-Plan_460005934,Plan_Family460005933,"100",30.0,0.0,2019-03-14 10:06:35.000,2036-12-31 23:59:59.000,2019-03-14 10:06:35.000,2036-12-31 23:59:59.000
460474448,460474435,Sub-Plan_460475348,Plan_Family460475335,"400",79.765625,600.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460470374,709010,Sub-Plan_460471274,Plan_Family709910,"600",70.0,1040.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819059,709010,Sub-Plan_819959,Plan_Family709910,"250",30.0,360.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819060,709010,Sub-Plan_819960,Plan_Family709910,"600",30.0,850.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460470513,709010,Sub-Plan_460471413,Plan_Family709910,"1TB",30.0,1000.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460470511,709008,Sub-Plan_460471411,Plan_Family709908,"1TB",30.0,1000.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460468062,460468071,Sub-Plan_460468962,Plan_Family460468971,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879025,709015,Sub-Plan_879925,Plan_Family709915,"200",30.0,195.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460475699,460475698,Sub-Plan_460476599,Plan_Family460476598,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475591,709009,Sub-Plan_460476491,Plan_Family709909,"140",70.0,1560.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460474467,460474444,Sub-Plan_460475367,Plan_Family460475344,"600",150.0,1200.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460467830,709009,Sub-Plan_460468730,Plan_Family709909,"400",30.0,570.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879026,709015,Sub-Plan_879926,Plan_Family709915,"250",30.0,360.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460469446,709016,Sub-Plan_460470346,Plan_Family709916,"400",30.0,570.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460475838,460475837,Sub-Plan_460476738,Plan_Family460476737,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879012,709017,Sub-Plan_879912,Plan_Family709917,"250",30.0,360.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819056,709009,Sub-Plan_819956,Plan_Family709909,"600",30.0,850.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460469445,709015,Sub-Plan_460470345,Plan_Family709915,"400",30.0,570.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460475918,460475917,Sub-Plan_460476818,Plan_Family460476817,"250",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460477656,709008,Sub-Plan_460478556,Plan_Family709908,"12288",30.0,13600.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879095,709018,Sub-Plan_879995,Plan_Family709918,"1TB",16.0,1355.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
819051,709008,Sub-Plan_819951,Plan_Family709908,"250",30.0,360.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460005075,460005063,Sub-Plan_460005975,Plan_Family460005963,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879031,709016,Sub-Plan_879931,Plan_Family709916,"600",30.0,850.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
819069,709010,Sub-Plan_819969,Plan_Family709910,"250",100.0,700.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460477654,709008,Sub-Plan_460478554,Plan_Family709908,"4800",30.0,6270.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819061,709009,Sub-Plan_819961,Plan_Family709909,"140",70.0,380.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819067,709009,Sub-Plan_819967,Plan_Family709909,"600",100.0,1230.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460472570,460472567,Sub-Plan_460473470,Plan_Family460473467,"200",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460477667,709010,Sub-Plan_460478567,Plan_Family709910,"4800",30.0,6270.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460468063,460468072,Sub-Plan_460468963,Plan_Family460468972,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460474454,460474442,Sub-Plan_460475354,Plan_Family460475342,"600",79.765625,600.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
929012,919012,Sub-Plan_929912,Plan_Family919912,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879024,709015,Sub-Plan_879924,Plan_Family709915,"140",30.0,210.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460465798,460465794,Sub-Plan_460466698,Plan_Family460466694,"220",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475769,460475768,Sub-Plan_460476669,Plan_Family460476668,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460465766,460465731,Sub-Plan_460466666,Plan_Family460466631,"300",70.0,0.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
879028,709016,Sub-Plan_879928,Plan_Family709916,"140",30.0,210.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
819002,709011,Sub-Plan_819902,Plan_Family709911,"140",30.0,210.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
819053,709009,Sub-Plan_819953,Plan_Family709909,"140",30.0,210.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819049,709008,Sub-Plan_819949,Plan_Family709908,"140",30.0,210.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460470373,709009,Sub-Plan_460471273,Plan_Family709909,"600",70.0,1040.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819057,709010,Sub-Plan_819957,Plan_Family709910,"140",30.0,210.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460471232,460471252,Sub-Plan_460472132,Plan_Family460472152,"150",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460477657,709009,Sub-Plan_460478557,Plan_Family709909,"3000",30.0,3960.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
879008,709016,Sub-Plan_879908,Plan_Family709916,"250",30.0,360.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460477675,709010,Sub-Plan_460478575,Plan_Family709910,"12288",200.0,17600.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460474450,460474441,Sub-Plan_460475350,Plan_Family460475341,"400",79.765625,600.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
460475820,460475819,Sub-Plan_460476720,Plan_Family460476719,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819070,709010,Sub-Plan_819970,Plan_Family709910,"600",100.0,1230.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
819008,709012,Sub-Plan_819908,Plan_Family709912,"250",30.0,360.0,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000,2017-01-01 02:00:00.000,2037-01-01 02:00:00.000
460005076,460005065,Sub-Plan_460005976,Plan_Family460005965,"140",30.0,0.0,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000,2017-01-01 02:00:00.000,2036-12-31 23:59:59.000
